Cycle,Cycle_squared,Cycle_sqrt,Current_A,Voltage_V,Temperature_C,Voltage_Current,Temp_Current
233,54289,15.264337522473747,0.999,3.89,30.37,3.88611,30.33963
238,56644,15.427248620541512,1.045,3.857,28.39,4.030565,29.66755
247,61009,15.716233645501712,0.832,3.795,28.78,3.15744,23.94496
247,61009,15.716233645501712,1.007,3.551,29.11,3.5758569999999996,29.313769999999998
250,62500,15.811388300841896,1.145,3.636,25.82,4.16322,29.5639
254,64516,15.937377450509228,0.614,3.68,32.48,2.25952,19.942719999999998
256,65536,16.0,1.303,3.693,27.18,4.811979,35.41554
258,66564,16.06237840420901,1.033,3.704,27.27,3.826232,28.169909999999998
260,67600,16.1245154965971,1.259,3.623,26.17,4.561357,32.94803
265,70225,16.278820596099706,1.111,3.634,29.96,4.037374,33.285560000000004
265,70225,16.278820596099706,1.275,3.544,29.36,4.5186,37.434
269,72361,16.401219466856727,1.149,3.716,31.46,4.269684000000001,36.14754
270,72900,16.431676725154983,1.365,3.798,26.87,5.18427,36.677550000000004
279,77841,16.703293088490067,0.823,3.721,33.4,3.062383,27.488199999999996
279,77841,16.703293088490067,1.062,3.781,31.84,4.015422,33.814080000000004
280,78400,16.73320053068151,0.883,3.71,27.04,3.27593,23.87632
286,81796,16.911534525287763,1.139,3.77,27.2,4.29403,30.9808
292,85264,17.08800749063506,0.899,3.843,23.88,3.454857,21.46812
294,86436,17.146428199482248,0.928,3.645,30.11,3.3825600000000002,27.94208
311,96721,17.635192088548397,0.86,3.741,26.98,3.21726,23.2028
329,108241,18.138357147217054,1.172,3.702,24.12,4.338743999999999,28.268639999999998
332,110224,18.2208671582886,0.821,3.821,29.83,3.137041,24.490429999999996
339,114921,18.411952639521967,0.93,3.727,28.3,3.46611,26.319000000000003
350,122500,18.708286933869708,0.996,3.729,26.97,3.714084,26.862119999999997
360,129600,18.973665961010276,0.824,3.597,28.38,2.9639279999999997,23.385119999999997
376,141376,19.390719429665317,1.557,3.722,32.25,5.795154,50.213249999999995
380,144400,19.493588689617926,0.847,3.744,30.78,3.171168,26.07066
384,147456,19.595917942265423,1.164,3.68,32.24,4.28352,37.52736
385,148225,19.621416870348583,1.272,3.651,29.22,4.6440719999999995,37.16784
401,160801,20.024984394500787,0.815,3.655,31.59,2.9788249999999996,25.745849999999997
415,172225,20.37154878746336,1.056,3.513,27.56,3.709728,29.10336
426,181476,20.639767440550294,0.955,3.694,29.3,3.52777,27.9815
433,187489,20.808652046684813,0.962,3.557,23.76,3.421834,22.857120000000002
437,190969,20.904544960366874,0.922,3.835,24.27,3.53587,22.37694
439,192721,20.952326839756964,1.141,3.771,29.73,4.3027109999999995,33.92193
439,192721,20.952326839756964,0.799,3.677,33.16,2.937923,26.49484
454,206116,21.307275752662516,0.976,3.552,31.0,3.466752,30.256
454,206116,21.307275752662516,0.549,3.561,30.3,1.954989,16.634700000000002
457,208849,21.37755832643195,0.908,3.493,25.56,3.171644,23.208479999999998
468,219024,21.633307652783937,1.123,3.813,30.99,4.281999,34.80177
473,223729,21.748563170931547,1.203,3.7,27.68,4.4511,33.299040000000005
479,229441,21.88606862823929,0.962,3.756,28.82,3.613272,27.72484
481,231361,21.93171219946131,1.127,3.807,29.4,4.290489,33.1338
483,233289,21.97726097583591,0.568,3.65,34.4,2.0732,19.539199999999997
499,249001,22.338307903688676,0.81,3.582,33.55,2.90142,27.1755
507,257049,22.516660498395403,0.811,3.664,30.11,2.9715040000000004,24.41921
509,259081,22.561028345356956,1.255,3.693,31.71,4.634715,39.79605
512,262144,22.627416997969522,0.803,3.654,30.22,2.934162,24.26666
513,263169,22.64950330581225,1.042,3.82,36.18,3.9804399999999998,37.69956
513,263169,22.64950330581225,1.014,3.76,28.77,3.81264,29.17278
521,271441,22.825424421026653,1.259,3.601,32.44,4.533658999999999,40.84195999999999
525,275625,22.9128784747792,0.936,3.663,35.4,3.428568,33.1344
528,278784,22.978250586152114,0.967,3.739,24.78,3.6156129999999997,23.96226
533,284089,23.08679276123039,1.034,3.812,26.83,3.941608,27.74222
533,284089,23.08679276123039,1.354,3.7,32.73,5.0098,44.31642
546,298116,23.366642891095847,1.131,3.706,25.15,4.191486,28.44465
549,301401,23.430749027719962,0.835,3.697,34.76,3.086995,29.024599999999996
552,304704,23.49468024894146,0.908,3.774,30.49,3.4267920000000003,27.684919999999998
553,305809,23.515952032609693,1.08,3.614,30.94,3.90312,33.415200000000006
568,322624,23.83275057562597,0.857,3.788,27.46,3.2463159999999998,23.53322
579,335241,24.06241883103193,1.192,3.657,36.26,4.359144,43.22192
590,348100,24.289915602982237,0.942,3.822,30.07,3.600324,28.32594
597,356409,24.43358344574123,0.939,3.627,33.13,3.405753,31.10907
597,356409,24.43358344574123,0.875,3.532,29.99,3.0905,26.241249999999997
600,360000,24.49489742783178,0.846,3.68,28.67,3.11328,24.254820000000002
601,361201,24.515301344262525,0.802,3.641,27.28,2.9200820000000003,21.878560000000004
633,400689,25.15949125081825,0.931,3.721,30.13,3.4642510000000004,28.05103
637,405769,25.238858928247925,1.076,3.653,33.67,3.9306280000000005,36.22892
640,409600,25.298221281347036,0.811,3.774,34.61,3.0607140000000004,28.068710000000003
659,434281,25.67099530598687,0.871,3.74,28.47,3.25754,24.797369999999997
663,439569,25.748786379167466,0.772,3.797,36.83,2.9312840000000002,28.43276
665,442225,25.787593916455254,1.106,3.61,30.4,3.9926600000000003,33.6224
667,444889,25.826343140289914,1.101,3.658,29.29,4.027458,32.24829
670,448900,25.88435821108957,1.275,3.639,29.55,4.639724999999999,37.676249999999996
684,467856,26.153393661244042,1.144,3.66,30.37,4.18704,34.74328
694,481636,26.343879744638983,1.298,3.629,36.31,4.7104420000000005,47.13038
709,502681,26.627053911388696,0.728,3.659,36.11,2.6637519999999997,26.288079999999997
716,512656,26.758176320519304,0.941,3.723,29.93,3.5033429999999997,28.164129999999997
749,561001,27.367864366808018,0.904,3.724,32.23,3.366496,29.13592
753,567009,27.440845468024488,0.95,3.707,34.19,3.5216499999999997,32.4805
754,568516,27.459060435491963,1.096,3.646,35.6,3.996016,39.0176
757,573049,27.51363298439521,0.883,3.642,30.44,3.215886,26.87852
758,574564,27.53179979587241,1.026,3.688,26.06,3.783888,26.73756
759,576081,27.54995462791182,0.972,3.718,32.46,3.613896,31.55112
762,580644,27.60434748368452,1.354,3.663,33.4,4.959702,45.223600000000005
767,588289,27.694764848252458,1.288,3.779,31.35,4.867352,40.378800000000005
778,605284,27.892651361962706,1.099,3.697,32.5,4.063003,35.7175
789,622521,28.089143810376278,0.762,3.686,34.94,2.808732,26.62428
798,636804,28.24889378365107,0.954,3.641,31.02,3.4735139999999998,29.593079999999997
806,649636,28.39013913315678,0.472,3.811,28.69,1.798792,13.54168
809,654481,28.442925306655784,0.974,3.46,35.24,3.37004,34.32376
809,654481,28.442925306655784,1.002,3.504,34.48,3.511008,34.548959999999994
830,688900,28.809720581775867,0.765,3.726,35.48,2.85039,27.1422
833,693889,28.861739379323623,1.137,3.726,31.26,4.236462,35.54262
843,710649,29.03446228191595,1.141,3.678,36.81,4.196598,42.00021
845,714025,29.068883707497267,0.926,3.725,33.03,3.4493500000000004,30.585780000000003
851,724201,29.171904291629644,0.818,3.793,34.63,3.102674,28.32734
864,746496,29.393876913398138,0.961,3.827,31.62,3.6777469999999997,30.38682
871,758641,29.512709126747414,1.102,3.496,34.48,3.8525920000000005,37.99696
872,760384,29.5296461204668,0.699,3.742,34.05,2.615658,23.800949999999997
876,767376,29.597297173897484,1.188,3.727,36.03,4.427676,42.80364
878,770884,29.631064780058107,0.77,3.616,33.69,2.78432,25.9413
891,793881,29.8496231131986,0.886,3.733,37.94,3.3074380000000003,33.61484
896,802816,29.93325909419153,1.145,3.82,32.79,4.3739,37.54455
906,820836,30.099833886584822,1.112,3.704,30.89,4.118848000000001,34.349680000000006
909,826281,30.14962686336267,0.888,3.741,35.14,3.3220080000000003,31.20432
912,831744,30.199337741083,1.38,3.633,33.81,5.01354,46.6578
912,831744,30.199337741083,0.552,3.623,35.66,1.9998960000000003,19.68432
915,837225,30.24896692450835,1.144,3.735,32.35,4.2728399999999995,37.0084
917,840889,30.28200785945344,0.851,3.73,35.55,3.17423,30.253049999999998
926,857476,30.430248109405877,0.805,3.72,35.96,2.9946,28.9478
926,857476,30.430248109405877,0.972,3.524,31.49,3.425328,30.608279999999997
926,857476,30.430248109405877,1.32,3.727,37.31,4.91964,49.2492
929,863041,30.479501308256342,0.781,3.649,34.72,2.849869,27.11632
933,870489,30.54504869860253,0.837,3.769,32.93,3.154653,27.56241
934,872356,30.56141357987225,0.951,3.652,42.28,3.473052,40.20828
937,877969,30.610455730027933,1.146,3.728,35.23,4.272288,40.37357999999999
938,879844,30.62678566222711,0.861,3.66,34.4,3.15126,29.618399999999998
946,894916,30.757112998459398,1.087,3.599,31.65,3.912113,34.403549999999996
950,902500,30.822070014844883,0.805,3.632,39.05,2.92376,31.43525
953,908209,30.870698080866262,1.048,3.755,33.78,3.93524,35.40144
963,927369,31.0322412983658,0.951,3.64,36.73,3.46164,34.930229999999995
964,929296,31.04834939252005,1.031,3.708,37.48,3.822948,38.64187999999999
965,931225,31.064449134018133,0.989,3.74,37.11,3.6988600000000003,36.70179
965,931225,31.064449134018133,0.948,3.504,39.45,3.321792,37.3986
974,948676,31.20897306865447,1.074,3.73,39.34,4.00602,42.251160000000006
984,968256,31.368774282716245,0.718,3.563,37.87,2.558234,27.190659999999998
987,974169,31.416556144810016,1.085,3.71,35.52,4.0253499999999995,38.5392
2,4,1.4142135623730951,0.929,3.663,25.22,3.402927,23.429380000000002
3,9,1.7320508075688772,0.887,3.67,24.0,3.25529,21.288
9,81,3.0,1.198,3.795,23.02,4.54641,27.577959999999997
15,225,3.872983346207417,1.333,3.785,26.17,5.045405,34.88461
16,256,4.0,0.88,3.706,24.0,3.26128,21.12
19,361,4.358898943540674,1.222,3.728,28.76,4.5556160000000006,35.14472
28,784,5.291502622129181,0.59,3.617,29.49,2.13403,17.399099999999997
35,1225,5.916079783099616,1.015,3.706,24.9,3.7615899999999995,25.273499999999995
43,1849,6.557438524302,0.534,3.748,21.93,2.0014320000000003,11.71062
51,2601,7.14142842854285,0.874,3.74,22.66,3.2687600000000003,19.80484
55,3025,7.416198487095663,1.135,3.678,24.57,4.17453,27.88695
61,3721,7.810249675906654,1.045,3.706,25.55,3.8727699999999996,26.699749999999998
62,3844,7.874007874011811,1.247,3.822,26.76,4.766034,33.36972000000001
85,7225,9.219544457292887,0.84,3.872,26.88,3.25248,22.579199999999997
86,7396,9.273618495495704,0.844,3.56,23.1,3.0046399999999998,19.4964
98,9604,9.899494936611665,0.853,3.683,25.95,3.141599,22.13535
116,13456,10.770329614269007,1.18,3.804,25.47,4.48872,30.054599999999997
129,16641,11.357816691600547,0.936,3.661,25.99,3.426696,24.32664
133,17689,11.532562594670797,0.954,3.695,26.43,3.5250299999999997,25.214219999999997
135,18225,11.61895003862225,1.117,3.538,30.78,3.951946,34.381260000000005
146,21316,12.083045973594572,0.759,3.614,28.51,2.743026,21.639090000000003
154,23716,12.409673645990857,0.911,3.703,28.13,3.373433,25.62643
173,29929,13.152946437965905,0.74,3.648,23.6,2.69952,17.464000000000002
181,32761,13.45362404707371,1.035,3.739,21.89,3.8698649999999994,22.65615
197,38809,14.035668847618199,0.874,3.694,28.78,3.2285559999999998,25.15372
200,40000,14.142135623730951,0.812,3.604,27.4,2.926448,22.2488
203,41209,14.247806848775006,0.886,3.547,20.48,3.1426420000000004,18.14528
204,41616,14.2828568570857,1.011,3.628,20.43,3.6679079999999997,20.654729999999997
214,45796,14.628738838327793,1.001,3.763,27.09,3.7667629999999996,27.117089999999997
220,48400,14.832396974191326,0.902,3.787,26.39,3.415874,23.80378
222,49284,14.89966442575134,0.718,3.685,26.56,2.64583,19.070079999999997
223,49729,14.933184523068078,1.086,3.644,28.34,3.9573840000000002,30.777240000000003
240,57600,15.491933384829668,0.922,3.658,21.02,3.3726760000000002,19.38044
244,59536,15.620499351813308,0.896,3.702,24.71,3.316992,22.14016
248,61504,15.748015748023622,0.713,3.736,29.12,2.663768,20.76256
250,62500,15.811388300841896,1.29,3.608,28.94,4.65432,37.3326
251,63001,15.84297951775486,1.029,3.725,26.92,3.8330249999999997,27.70068
257,66049,16.0312195418814,1.113,3.591,25.73,3.996783,28.63749
277,76729,16.64331697709324,0.893,3.669,28.26,3.276417,25.23618
282,79524,16.792855623746664,1.134,3.686,27.24,4.179924,30.890159999999995
288,82944,16.97056274847714,1.046,3.724,23.53,3.8953040000000003,24.61238
292,85264,17.08800749063506,0.901,3.674,25.23,3.310274,22.73223
300,90000,17.320508075688775,0.867,3.627,30.42,3.144609,26.37414
306,93636,17.4928556845359,0.972,3.638,27.03,3.536136,26.27316
313,97969,17.69180601295413,0.911,3.77,22.68,3.43447,20.66148
315,99225,17.74823934929885,0.956,3.804,29.98,3.636624,28.66088
317,100489,17.804493814764857,0.773,3.709,31.01,2.867057,23.970730000000003
322,103684,17.944358444926362,1.1,3.833,32.7,4.2163,35.970000000000006
324,104976,18.0,1.022,3.67,24.57,3.75074,25.11054
329,108241,18.138357147217054,1.071,3.739,25.33,4.004468999999999,27.128429999999998
334,111556,18.275666882497067,0.723,3.735,26.09,2.700405,18.86307
348,121104,18.65475810617763,0.994,3.853,30.56,3.829882,30.37664
364,132496,19.078784028338912,0.885,3.892,25.99,3.44442,23.00115
369,136161,19.209372712298546,0.774,3.797,24.77,2.9388780000000003,19.17198
375,140625,19.364916731037084,1.126,3.818,30.4,4.299067999999999,34.230399999999996
377,142129,19.4164878389476,0.898,3.472,24.58,3.117856,22.07284
378,142884,19.44222209522358,0.764,3.711,25.69,2.835204,19.62716
384,147456,19.595917942265423,1.005,3.653,24.3,3.6712649999999996,24.421499999999998
405,164025,20.12461179749811,1.025,3.612,30.81,3.7022999999999997,31.580249999999996
414,171396,20.346989949375804,1.232,3.633,27.34,4.475856,33.68288
438,191844,20.92844953645635,0.926,3.878,33.4,3.591028,30.9284
441,194481,21.0,0.833,3.832,35.64,3.1920559999999996,29.688119999999998
445,198025,21.095023109728988,1.153,3.7,27.68,4.266100000000001,31.91504
446,198916,21.118712081942874,0.633,3.732,37.08,2.362356,23.47164
462,213444,21.494185260204677,1.249,3.868,29.18,4.831132,36.445820000000005
464,215296,21.540659228538015,0.897,3.639,29.54,3.264183,26.49738
466,217156,21.587033144922902,1.013,3.696,27.07,3.744048,27.421909999999997
473,223729,21.748563170931547,0.991,3.574,33.82,3.5418339999999997,33.51562
478,228484,21.863211109075447,0.999,3.667,27.26,3.6633329999999997,27.232740000000003
478,228484,21.863211109075447,0.799,3.649,32.14,2.9155510000000002,25.67986
485,235225,22.02271554554524,1.152,3.678,33.19,4.237056,38.23488
487,237169,22.06807649071391,0.909,3.687,29.06,3.351483,26.41554
492,242064,22.181073012818835,0.936,3.851,26.81,3.6045360000000004,25.09416
493,243049,22.20360331117452,0.958,3.816,25.02,3.655728,23.96916
498,248004,22.315913604421397,1.096,3.688,33.69,4.042048,36.92424
513,263169,22.64950330581225,0.918,3.632,27.05,3.3341760000000003,24.8319
516,266256,22.715633383201094,0.797,3.688,33.04,2.9393360000000004,26.33288
517,267289,22.737634001804146,0.715,3.743,31.73,2.6762449999999998,22.68695
520,270400,22.80350850198276,0.985,3.684,30.19,3.62874,29.73715
521,271441,22.825424421026653,1.062,3.595,28.23,3.8178900000000002,29.98026
525,275625,22.9128784747792,1.332,3.688,28.65,4.912416,38.1618
526,276676,22.93468988235943,0.991,3.632,29.16,3.5993120000000003,28.89756
535,286225,23.130067012440755,0.801,3.82,29.56,3.05982,23.67756
542,293764,23.280893453645632,0.844,3.727,31.52,3.1455879999999996,26.60288
546,298116,23.366642891095847,1.042,3.652,28.84,3.805384,30.051280000000002
550,302500,23.45207879911715,1.344,3.609,33.19,4.850496000000001,44.60736
551,303601,23.473389188611005,1.179,3.727,33.72,4.394133,39.75588
552,304704,23.49468024894146,1.072,3.65,34.63,3.9128000000000003,37.123360000000005
568,322624,23.83275057562597,1.029,3.73,33.38,3.83817,34.34802
568,322624,23.83275057562597,1.134,3.774,29.04,4.279716,32.93136
570,324900,23.874672772626646,0.831,3.781,30.26,3.142011,25.14606
587,344569,24.228082879171435,1.364,3.757,31.03,5.124548000000001,42.324920000000006
591,349281,24.310491562286437,0.874,3.799,34.59,3.320326,30.23166
596,355216,24.413111231467404,1.007,3.628,30.01,3.653396,30.22007
601,361201,24.515301344262525,1.19,3.68,34.91,4.3792,41.542899999999996
606,367236,24.61706725018234,0.877,3.682,33.55,3.229114,29.42335
608,369664,24.657656011875904,1.062,3.784,28.21,4.018608,29.959020000000002
615,378225,24.79919353527449,1.553,3.81,31.74,5.91693,49.29221999999999
625,390625,25.0,0.771,3.7,29.82,2.8527,22.991220000000002
625,390625,25.0,0.654,3.866,30.7,2.5283640000000003,20.0778
634,401956,25.179356624028344,0.584,3.723,27.81,2.174232,16.241039999999998
642,412164,25.337718918639855,0.99,3.642,28.79,3.60558,28.5021
643,413449,25.357444666211933,0.852,3.692,35.23,3.145584,30.015959999999996
652,425104,25.534290669607408,0.791,3.725,31.99,2.9464750000000004,25.30409
663,439569,25.748786379167466,1.049,3.869,27.96,4.058581,29.33004
670,448900,25.88435821108957,1.088,3.677,26.52,4.000576000000001,28.85376
681,463761,26.095976701399778,0.868,3.798,32.0,3.296664,27.776
682,465124,26.115129714401192,0.662,3.709,32.56,2.4553580000000004,21.554720000000003
691,477481,26.28687885618983,1.006,3.603,36.44,3.6246180000000003,36.65864
696,484416,26.38181191654584,1.158,3.715,35.92,4.30197,41.59536
701,491401,26.476404589747453,1.183,3.742,33.51,4.426786,39.64233
702,492804,26.49528259898354,0.76,3.711,32.58,2.82036,24.7608
702,492804,26.49528259898354,0.794,3.52,31.05,2.79488,24.6537
710,504100,26.645825188948457,0.848,3.556,33.89,3.015488,28.73872
717,514089,26.77685567799177,0.984,3.694,33.83,3.634896,33.28872
718,515524,26.795522013948524,1.211,3.63,32.49,4.39593,39.34539
757,573049,27.51363298439521,0.573,3.591,33.02,2.057643,18.92046
763,582169,27.622454633866266,0.885,3.743,39.59,3.312555,35.037150000000004
767,588289,27.694764848252458,1.435,3.643,29.55,5.227705,42.404250000000005
768,589824,27.712812921102035,0.84,3.729,31.11,3.13236,26.132399999999997
771,594441,27.76688675382964,0.748,3.738,38.07,2.796024,28.47636
788,620944,28.071337695236398,0.922,3.76,33.95,3.46672,31.301900000000003
802,643204,28.319604517012593,1.175,3.698,31.41,4.34515,36.90675
812,659344,28.495613697550013,1.286,3.637,32.99,4.677182,42.425140000000006
822,675684,28.6705423736629,1.044,3.699,30.66,3.861756,32.00904
823,677329,28.687976575562104,0.886,3.853,33.07,3.413758,29.30002
823,677329,28.687976575562104,1.328,3.69,27.52,4.90032,36.54656
826,682276,28.74021572639983,0.762,3.756,38.62,2.862072,29.42844
826,682276,28.74021572639983,1.019,3.539,28.02,3.606241,28.552379999999996
828,685584,28.77498913987632,0.926,3.723,34.68,3.447498,32.11368
831,690561,28.827070610799147,1.05,3.784,30.82,3.9732,32.361000000000004
844,712336,29.0516780926679,1.4,3.757,38.14,5.2598,53.396
847,717409,29.103264421710495,1.151,3.74,30.54,4.304740000000001,35.15154
847,717409,29.103264421710495,0.947,3.741,33.21,3.5427269999999997,31.44987
847,717409,29.103264421710495,1.015,3.85,31.79,3.9077499999999996,32.26685
855,731025,29.24038303442689,1.049,3.78,27.51,3.9652199999999995,28.85799
859,737881,29.30870177950569,0.903,3.635,34.01,3.282405,30.711029999999997
863,744769,29.376861643136763,1.17,3.751,32.92,4.388669999999999,38.5164
